"nom";"adresse";"departement";"codepostal";"nomcommune";"inseecommune";"lambert2x";"lambert2y";"substance"
"CARRIERE LUGAN Serge Verfeuil";"Bois de la Grotte";"30";"30630";"VERFEUIL";"30343";766735;1907632;"CALCAIRE"
"CARRIERE CARMEUSE FRANCE SAS Verfeuil";"Terre Rouge Plan Lis";"30";"30630";"VERFEUIL";"30343";768020;1909573;"CALCAIRE"
"CARRIERES DE CASTILLON STE DES Vers Pont";"Chemin de la Chapelle";"30";"30210";"VERS PONT DU GARD";"30346";775792;1888492;"CALCAIRE"
"CARRIERE JUPITER STE Vers Pont du Gard";"Roc Plan Garachol";"30";"30210";"VERS PONT DU GARD";"30346";775501;1888470;"CALCAIRE"
"CARRIERE PIERRE DU PONT GARD Vers Pont";"Les Bracoules";"30";"30210";"VERS PONT DU GARD";"30346";775682;1888009;"CALCAIRE"
"CARRIERE PROROCH SA Vers Pont du Gard";"Roc Plan et Bracoule Garachol Roques Hte";"30";"30210";"VERS PONT DU GARD";"30346";775412;1888123;"CALCAIRE"
"CARRIERE THOMANN FRANCOIS Vers Pont du G";"Coste Belle";"30";"30210";"VERS PONT DU GARD";"30346";776390;1888628;"CALCAIRE"
"CARRIERE PROROCH Villevieille";"La Garenne";"30";"30250";"VILLEVIEILLE";"30352";741916;1868835;"CALCAIRE"
"Carrières de LAMALOU";"Carrière de LAMALOU";"34";"34600";"LES AIRES";"34008";660976;1841012;"CALCAIRE"
"BIOCAMA INDUSTRIE (Argelliers)";"Lieu-dit : ""Mas de Cournon""";"34";"34380";"ARGELLIERS";"34012";705811;1859566;"CALCAIRE"
"L.R.M (Fontès)";"";"34";"34320";"FONTES";"34103";685387;1837569;"BASALTES"
"Carrière SOTEC SARL FERRALS";"Les Legnes";"11";"11200";"LEZIGNAN CORBIERES";"11203";631789;1794067;"CALCAIRE"
"CARRIERE LAFARGE GRANULATS SUD Beauc";"Bieudon - Sicard Sud";"30";"30300";"BEAUCAIRE";"30032";781527;1867355;"CALCAIRE"
"CARRIERE JACQUES Roland La Bouffio Haut ";"LA BOUFFIO (bas)";"48";"48100";"LACHAMP";"48078";682148;1957311;"SCHISTES"
"CARRIERE AB Travaux Services LE POMPIDOU";""" LOU FROMENTAL """;"48";"48110";"LE POMPIDOU";"48115";704991;1911980;"CALCAIRE"
"Carrières et TP DES HAUTS CANTONS";"lieu-dit ""Farrussières Hautes""";"34";"34700";"LAUROUX";"34132";678507;1863846;"CALCAIRE"
"LANGUEDOC GRANULATS";"Lieu-dit : GRAND AUTAS";"34";"34980";"MURLES";"34177";715590;1858597;"CALCAIRE"
"CARAYON";"RN 112";"34";"34220";"ST PONS DE THOMIERES";"34284";635031;1831794;"CALCAIRE"
"CARRIERE Sté DELCROS TP- LES MONTS VERTS";"""L'Azuel""";"48";"48200";"LES MONTS VERTS";"48012";669779;1983204;"GRANITE"
"Ets CASTILLE- Béziers";"lieu-dit ""La Galiberte""";"34";"34500";"BEZIERS";"34032";670887;1811114;"CALCAIRE"
"CARRIERE COLAS MIDI-MEDITERRANEE -RIUTES";"Roca de Riutes";"66";"66760";"LATOUR DE CAROL";"66095";561470;1719482;"GRANITE"
"CARRIERE BANTURE MONTAURIOL";"Lieu-dit Labrousse";"66";"66300";"MONTAURIOL";"66112";632728;1730710;"SCHISTES"
"CARRIERE MORET PALLARES MONTAURIOL";"Sarrat des Hostalets";"66";"66300";"MONTAURIOL";"66112";630481;1730113;"SCHISTES"
"LAFARGE Granulats Sud (V.Maguelonne)";"lieu-dit ""Larzat Nord""";"34";"34750";"VILLENEUVE LES MAGUELONE";"34337";719754;1839300;"CALCAIRE"
"Carrières (Nouvelles) du PIC SAINT LOUP";"lieu-dit ""Les Sauzes""";"34";"34380";"VIOLS LE FORT";"34343";709528;1860764;"CALCAIRE"
"CARRIERE SAMIN CHANAC";"LE SEC";"48";"48230";"CHANAC";"48039";679098;1937088;"DOLOMIE"
"CARRIERE LAFARGE GRANULATS SUD - BAIXAS";"lieux-dits:Sarat de la Pieta, Papelauque";"66";"66390";"BAIXAS";"66014";638443;1750841;"CALCAIRE"
"CARRIERE GUINET DERRIAZ ANGLADE BAIXAS";"Las Espereres";"66";"66390";"BAIXAS";"66014";639088;1750840;"MARBRE"
"CARRIERE IMERYS MOSSET";"Las Fontaneilles Hautes";"66";"66500";"MOSSET";"66119";596578;1741929;"FELDSPATHS"
"CARRIERE CUFI FRERES NEFIACH";"Bente Farine";"66";"66170";"NEFIACH";"66121";626159;1743858;"QUARTZ"
"CARRIERE EVOLIETE";"Lieu dit Tremoulouse";"66";"66360";"OLETTE";"66125";592702;1731782;"SCHISTES"
"CARRIERE OMYA VINGRAU TAUTAVEL";"Coum Roujou Vingrau";"66";"66600";"VINGRAU";"66231";637376;1758962;"CALCAIRE"
"CARRIERE PROVENCALE VINGRAU";"La Feyche";"66";"66600";"VINGRAU";"66231";638547;1759663;"CALCAIRE"
"CARRIERE SABLIERE DE LA SALANQUE PERPIG";"Lieux dits Les Graves, La Colomina d'Oms";"66";"66000";"PERPIGNAN";"66136";650611;1745815;"QUARTZ"
"CARRIERE ARENY PUYVALADOR";"lieu-dit  Bas de la Devesa de Camaratx";"66";"66210";"PUYVALADOR";"66154";582455;1739412;"SCHISTES"
"CARRIERE IMERYS LANSAC SAINT ARNAC";"""le Castillet"" Prat del Barou"" ";"66";"66720";"LANSAC";"66092";618359;1752533;"FELDSPATHS"
"CARRIERE IMERYS SAINT ARNAC";"Camps de la Môle -";"66";"66220";"ST ARNAC";"66169";617721;1751398;"FELDSPATHS"
"CARRIERE COLAS MIDI-MED (STE COLOMBE)";"lieu-dit ""Le Causse""";"66";"66300";"STE COLOMBE DE LA COMMANDERIE";"66170";632546;1735428;"CALCAIRE"
"CARRIERE SABLIERE DE LA SALANQUE SALSES";"Sarrat de la Traverse";"66";"66600";"SALSES LE CHATEAU";"66190";644205;1759458;"CALCAIRE"
"CARRIERE IMERYS TARERACH";"Valat de la Gracia";"66";"66320";"TARERACH";"66201";614504;1741264;"FELDSPATHS"
"CARRIERE COLAS RAA - LE MONASTIER ";"LES AJUSTONS";"48";"48100";"LE MONASTIER PIN MORIES";"48099";672497;1944454;"GNEISS"
"CARRIERE COLAS RAA- FAU DE PEYRE";"LES CHIROUZES";"48";"48130";"FAU DE PEYRE";"48060";668544;1970740;"BASALTES"
"CARRIERE SOMATRA CHIRAC Le Raz";"LE RAZ";"48";"48100";"CHIRAC";"48049";675370;1947769;"CALCAIRE"
"CARRIERE LAFARGE GRANULATS ESPIRA  BASSE";"Les Mirandes Basses et Altes";"66";"66600";"ESPIRA DE L AGLY";"66069";639200;1752702;"QUARTZ"
"CARRIERE JOUVERT ETS Laval-Pradel";"Cadacut Redoussas Roubiouse Malboisson";"30";"30110";"LAVAL PRADEL";"30142";737789;1914238;"QUARTZ"
"CARRIERE ITIER JP La Bagantine LACHAMP";"Champagnac - La Bagantine";"48";"48100";"LACHAMP";"48078";682004;1956865;"SCHISTES"
"Carrières des ROCHES BLEUES (La Vière)";"lieu-dit ""La Vière""";"34";"34630";"ST THIBERY";"34289";686552;1820650;"BASALTES"
"CARRIERE PIERRE DE TAILLE MIDI Moulezan";"Visseau du Corbeau";"30";"30350";"MOULEZAN";"30183";746030;1881464;"CALCAIRE"
"CARRIERE CARRISUD La Rouvière";"Puech de Cabane - Garenne Vallonguette";"30";"30190";"LA ROUVIERE";"30224";753319;1880506;"CALCAIRE"
"Carrière SOCAL Car du lauragais LABECEDE";"En Gay";"11";"11400";"LABECEDE LAURAGAIS";"11181";572447;1821936;"QUARTZITES"
"Carrière CARRIERES  CAP ROUMANY";"Lieu dit Cap Roumany";"11";"11480";"LA PALME";"11188";655534;1776246;"CALCAIRE"
"CARRIERE LA LAUZE ""La Crouzette"" LACHAMP";"La Crouzette";"48";"48100";"LACHAMP";"48078";682325;1957150;"SCHISTES"
"Carrière CATHALA Montjoi";"Lauza del Frayzié";"11";"11330";"MONTJOI";"11250";610881;1776594;"MARBRE"
"CARRIERE STTP";"Le Bayonnet";"30";"30110";"LA GRAND COMBE";"30132";735432;1913569;"GRES"
"CARRIERE GERMAIN René Lanuejols";"La Lavagne";"30";"30750";"LANUEJOLS";"30139";683566;1903864;"CALCAIRE"
"Carrière DOMITIA GRANULATS (ex Jordan)";"Laval";"11";"11500";"QUILLAN";"11304";589087;1763613;"GRES"
"CARRIERE LAVOYE - CAP DE PLA";"CAP DE PLA";"11";"11100";"NARBONNE";"11262";650270;1797992;"MAT.SILICO ARGILEUX"
"Carrière RIVIERE ST Martin le Haut Carc";"Saint Martin le Haut";"11";"11000";"CARCASSONNE";"11069";604128;1803695;"GRES"
"Carrière PATEBEX Dominique Alzonne";"Dominique";"11";"11170";"ALZONNE";"11009";587543;1808834;"CALCAIRE"
"STPC";"CD 986.1";"34";"34190";"BRISSAC";"34042";711962;1872651;"QUARTZ"
"Carrière LAVOYE La Palme LTJ";"Las Très Jassetos";"11";"11480";"LA PALME";"11188";655658;1775887;"CALCAIRE"
"Carrière AUDE AGREGATS Lastours";"Au Château de la Caunette";"11";"11600";"LASTOURS";"11194";603746;1812842;"CALCAIRE"
"CARRIERES ROBERT T. P. Pouzilhac";"La Garustière et Pérède";"30";"30210";"POUZILHAC";"30207";780057;1894408;"CALCAIRE"
"CARRIERE PROVENCALE SA Pouzilhac";"Viaube et Savoie";"30";"30210";"POUZILHAC";"30207";780406;1894487;"CALCAIRE"
"CARRIERE VAUCLUSIENNE STE Sauveterre";"La Caramude";"30";"30150";"SAUVETERRE";"30312";798334;1891544;"CALCAIRE"
"Carrière MARTY Michel CARLIPA";"La Rouzillaire";"11";"11170";"CARLIPA";"11070";583562;1811178;"CALCAIRE"
"Carrière ANGER GREGOIRE ENTREPRISE Caune";"Garrigues de Villeramberg";"11";"11160";"CAUNES MINERVOIS";"11081";613250;1814368;"QUARTZ"
"Carrière MARBRES CYRNOS Caunes La Bourie";"La Bouriette";"11";"11160";"CAUNES MINERVOIS";"11081";615873;1813886;"QUARTZ"
"Carrière MARBRES CYRNOS CAUNES La Terabl";"Terralbo Est";"11";"11160";"CAUNES MINERVOIS";"11081";616452;1814957;"MARBRE"
"Carrière  EIFFAGE TP Caves (ex APPIA)";"Combe Nègre";"11";"11510";"CAVES";"11086";649718;1772062;"CALCAIRE"
"Carrière RAZEL PICO SUD CAVES";"Combe Negre";"11";"11510";"CAVES";"11086";649718;1772062;"CALCAIRE"
"Carrière CARRIERE CALCAIRE DES CORBIERES";"COMBE DE LAVAL";"11";"11540";"ROQUEFORT DES CORBIERES";"11322";651648;1776129;"CALCAIRE"
"Carrière CARRIERE  DE MAGRIE (Patebex)";"Charlou";"11";"11300";"MAGRIE";"11211";589426;1778628;"CALCAIRE"
"Carrière GRANIER SA MIRAVAL";"Lacoste";"11";"11380";"MIRAVAL CABARDES";"11232";599166;1823237;"CALCAIRE"
"Carrière AUDE AGREGATS Montolieu";"Regord et Le Trabet";"11";"11170";"MONTOLIEU";"11253";591617;1809892;"CALCAIRE"
"Carrière CARRIERE SC 113  MONTREDON ";"MONT GRAND";"11";"11100";"MONTREDON DES CORBIERES";"11255";646352;1795925;"CALCAIRE"
"CARRIERE GSM Bagard";"Mont de Peyremale";"30";"30140";"BAGARD";"30027";736190;1898629;"CALCAIRE"
"Carrière CARRIERES DE ROQUETAILLADE SARL";"Causse Nord";"11";"11300";"ROQUETAILLADE";"11323";588108;1778058;"CALCAIRE"
"Carrière IMERYS MINERAUX FRANCE SA Liot";"Champ de Liot";"11";"11140";"STE COLOMBE SUR GUETTE";"11335";591433;1750007;"DOLOMIE"
"Carrière SEMENOU Didier  St Paulet";"Le Caussanel et le Gasquet";"11";"11320";"ST PAULET";"11362";561486;1823351;"CALCAIRE"
"Carrière MAURI (ex AUCARMAT) Saissac";"Les Roques";"11";"11310";"SAISSAC";"11367";584600;1818514;"QUARTZ"
"CARRIERE THOMANN-HANRY Castillon";"Escaravassons";"30";"30210";"CASTILLON DU GARD";"30073";776697;1888693;"QUARTZ"
"CARRIERES DE PROVENCE Les escaravassons";"Les Escaravassons Coste Belle";"30";"30210";"CASTILLON DU GARD";"30073";776697;1888693;"CALCAIRE"
"CARRIERE S.N.E.T. Castillon Escaravasson";"Escaravassons";"30";"30210";"CASTILLON DU GARD";"30073";776697;1888693;"CALCAIRE"
"CARRIERE GSM Caveirac";"Deveze de Bouzanquet";"30";"30820";"CAVEIRAC";"30075";757067;1871106;"CALCAIRE"
"CARRIERE SAS PELLET Barjac";"Bois communal";"30";"30430";"BARJAC";"30029";763935;1925482;"CALCAIRE"
"CARRIERE GALIZZI Baron";"Aigue Blanque";"30";"30700";"BARON";"30030";753905;1897833;"CALCAIRE"
"CARRIERE CARMINATTI FRERES Connaux";"Sarcin";"30";"30330";"CONNAUX";"30092";781923;1901410;"CALCAIRE"
"SODICAPEI (Loupian-Villeveyrac)";"lieu-dit ""Combe Rouge""";"34";"34140";"LOUPIAN";"34143";702953;1829826;"CALCAIRE"
"CARRIERE FALAISE D'OR Grand Combe Champc";"Champclauson l'Enfer";"30";"30110";"LA GRAND COMBE";"30132";735202;1917516;"GRES"
"CARRIERE FALAISE D'OR Grand Combe Bayonn";"Le Bayonnet";"30";"30110";"LA GRAND COMBE";"30132";735329;1915491;"GRES"
"CARRIERE ATELIER DE LA PIERRE Junas";"Combe du Bon Temps";"30";"30250";"JUNAS";"30136";743603;1865456;"CALCAIRE"
"CARRIERE MIDI PIERRES SYLVESTRE Tavel";"Le village";"30";"30126";"TAVEL";"30326";789671;1893152;"CALCAIRE"
"CARRIERE LUGAN Serge Tavel";"Le Village Vaucrose";"30";"30126";"TAVEL";"30326";789253;1893244;"CALCAIRE"
"CARRIERE LEYGUE Henri Thoiras";"La Ferrière";"30";"30140";"THOIRAS";"30329";728931;1896933;"DOLOMIE"
"CARRIERE ANDRE JEAN-PAUL Tornac";"Le Mas Neuf Ouest";"30";"30140";"TORNAC";"30330";730147;1894021;"CALCAIRE"
"GSM (Castries)";"lieu-dit ""l'Arbousier Ouest""";"34";"34160";"CASTRIES";"34058";733966;1854682;"CALCAIRE"
"FARRUSSENG";"lieu-dit ""Regehnat""";"34";"34160";"BEAULIEU";"34027";735688;1858315;"CALCAIRE"
"Carrières des ROCHES BLEUES (Naffries)";"Lieu-dit ""Naffries""";"34";"34550";"BESSAN";"34031";688922;1820693;"BASALTES"
"LAFARGE Granulats Sud (Combaillaux)";"lieu-dit : ""Courneyrede""";"34";"34980";"COMBAILLAUX";"34082";715840;1854679;"CALCAIRE"
"L.R.M (Saturargues)";"Lieu-dit ""Les Garrigues""";"34";"34400";"SATURARGUES";"34294";743444;1858527;"CALCAIRE"
"GSM (Poussan)";"lieu-dit ""La Réserve""";"34";"34560";"POUSSAN";"34213";705799;1832002;"CALCAIRE"
"CARRIERE PROVENCALE ESPIRA";"Montpins";"66";"66600";"ESPIRA DE L AGLY";"66069";638883;1757791;"CALCAIRE"
"CARRIERE SATP  ESTAGEL";"Lieu dit Coumeilles des Barrencs";"66";"66310";"ESTAGEL";"66071";631004;1751428;"CALCAIRE"
"Carrières des Roches Bleues exEIFFAGE TP";"Lieu -dit ""Pioch Camp""";"34";"34700";"USCLAS DU BOSC";"34316";685710;1858621;"CALCAIRE"
"CARRIERE PROVENCALE LA NAREDE";"La Naréde  ";"66";"66720";"TAUTAVEL";"66205";635628;1757309;"CALCAIRE"
"CARRIERE BOURRELY PERE ET FILS FLORAC";"Le champ du Rat";"48";"48400";"FLORAC";"48061";700596;1922453;"CALCAIRE"
"CARRIERE COLAS RAA - ALLENC";"ALLENC";"48";"48190";"ALLENC";"48003";703056;1948883;"CALCAIRE"
"CARRIERE SEVIGNE LE MASSEGROS";""" INOS """;"48";"48500";"LE MASSEGROS";"48094";666921;1923447;"CALCAIRE"
"CARRIERE SRC LES BONDONS";"Les Bondons - Lieu-dit ""lou Chaousset""";"48";"48400";"LES BONDONS";"48028";702251;1933385;"CALCAIRE"
"COLAS RHONE ALPES AUVERGNE";"Truc de Bonjour";"48";"48300";"LANGOGNE";"48080";720385;1970626;"BASALTES"
"CARRIERE SEVIGNE ST BONNET DE CHIRAC";"La Roumardie";"48";"48100";"ST BONNET DE CHIRAC";"48138";675256;1946236;"CALCAIRE"
"CARRIERE COLAS RAA - LAVAL ATGER";""" Las Couostes """;"48";"48600";"LAVAL ATGER";"48084";708565;1978192;"BASALTES"
"CARRIERE Sté DELCROS TP - CHAUCHAILLES";"Puech de Chauchaillettes";"48";"48310";"CHAUCHAILLES";"48044";659066;1977385;"BASALTES"
"CARRIERE  STE DE CARRIERES LOZERIENNES  ";"""Combe les Airs"" près du col des Tribes";"48";"48190";"LE BLEYMARD";"48027";712950;1943756;"CALCAIRE"
"CARRIERE TECHNIPIERRES SAS LAVAL DU TARN";"""COMPLO""";"48";"48500";"LAVAL DU TARN";"48085";681121;1928659;"CALCAIRE"
"CARRIERE MARQUET SAINT PIERRE LE VIEUX";"Vareilles";"48";"48200";"ST PIERRE LE VIEUX";"48177";677556;1983268;"FELDSPATHS"
"CARRIERE GERMAIN HURES LA PARADE";"""La Croux""";"48";"48150";"HURES LA PARADE";"48074";687174;1917348;"CALCAIRE"
"CARRIERE TECHNIPIERRES LA TIEULE";"""Los Plis et La Fagette""";"48";"48500";"LA TIEULE";"48191";665367;1931784;"CALCAIRE"
"CARRIERE LECHAPT ST GERMAIN CALBERTE";""" GALTA """;"48";"48370";"ST GERMAIN DE CALBERTE";"48155";717600;1914000;"SCHISTES"
"CARRIERE TALON Bernard LACHAMP ";"Coste Fages";"48";"48100";"LACHAMP";"48078";681741;1959879;"SCHISTES"
"CARRIERE SCHISTES ROCHER";"LA COMBE";"48";"48190";"ST JULIEN DU TOURNEL";"48164";707359;1945587;"SCHISTES"
"CARRIERE ITIER JP La Combe Longue LACHAM";"CHAMPAGNAC  ""Combe Longue""";"48";"48100";"LACHAMP";"48078";682148;1957311;"SCHISTES"
"CARRIERE Lozérienne de Schistes LACHAMP ";"La Bouffio";"48";"48100";"LACHAMP";"48078";682325;1957150;"SCHISTES"
"CARRIERE JACQUES Claude LACHAMP";"Pastura de la Fouon";"48";"48100";"LACHAMP";"48078";682148;1957311;"SCHISTES"
"CARRIERE JACQUES Gérard LACHAMP";"LA BECEDE";"48";"48100";"LACHAMP";"48078";682148;1957311;"SCHISTES"
"CARRIERE VIREBAYRE Serge FRAISSINET de F";"Cote Bragouse cono d'aze";"48";"48400";"FRAISSINET DE FOURQUES";"48065";697028;1913934;"SCHISTES"
"CARRIERE LA LAUZIERE LACHAMP Lou Pastura";"Lou Pasturaguet";"48";"48100";"LACHAMP";"48078";682004;1956865;"SCHISTES"
"CARRIERE TECHNI-LAUZE LACHAMP";"Montchiroux";"48";"48100";"LACHAMP";"48078";682004;1956865;"SCHISTES"
"CARRIERE TALON Bernard LACHAMP (2)";"""Le Blo"" ";"48";"48100";"LACHAMP";"48078";682004;1956865;"SCHISTES"
"ITALMARBRE (Laurens) ""Bois de Fouisse""";"BOIS DE FOUISSE";"34";"34480";"LAURENS";"34130";669888;1836090;"MARBRE"
"CARRIERE PALMIER Claude LACHAMP";"LACHAMP ""Las Faïsses"" ";"48";"48100";"LACHAMP";"48078";682004;1956865;"SCHISTES"
"Carrière CARRIERES DE POMPIGNAN";"Plo dal Tablie";"11";"11160";"CAUNES MINERVOIS";"11081";614773;1814753;"MARBRE"
"CARRIERE BARATHIEU Pierre";"""La Cham"" LAVAL DU TARN";"48";"48500";"LAVAL DU TARN";"48085";680767;1939869;"CALCAIRE"
"SAS GUINTOLI";"Bois de Saint Laurent";"30";"30330";"ST LAURENT LA VERNEDE";"30279";770578;1903135;"CALCAIRE"
"CARRIERES DE VIREY";"LA GELINOTTE";"10";"10250";"GYE SUR SEINE";"10170";755339;2337578;"CALCAIRE"
"CARRIERES CHAMPENOISES";"HAUT CHAMP DE LA BETE";"10";"10260";"JULLY SUR SARCE";"10181";747129;2348793;"CALCAIRE"
"BONGARZONE SAS - Gilley";"Lieu-dit ""Corbet""";"52";"52500";"GILLEY";"52223";847687;2303960;"CALCAIRE"
"BONGARZONE SAS - Grandchamp";"""Les Aiguisons""";"52";"52600";"GRANDCHAMP";"52228";832948;2306595;"CALCAIRE"
"CARRIERES ST CHRISTOPHE";"LE MONT CHAVAUT";"10";"10140";"PUITS ET NUISEMENT";"10310";762158;2359147;"CALCAIRE"
"MERAT Amendements";"LA PETITE CONTREE";"10";"10370";"VILLENAUXE LA GRANDE";"10420";688977;2398514;"CRAIE"
"OMYA coupeville/st jean de Moivre";"CUGNOTS-TRIBOULOTS";"51";"51240";"COUPEVILLE";"51179";764034;2438469;"CALCAIRE"
"HOLCIM Granulats";"""Aux fontenilles""";"52";"52190";"CHASSIGNY";"52113";830081;2305716;"CALCAIRE"
"BOUREAU (Chamarandes-Choignes)";"""Aux Mergers"" et ""Cotes aux Vaches""";"52";"52000";"CHAMARANDES CHOIGNES";"52125";811688;2349414;"CALCAIRE"
"GABS SAS (Cirfontaines)";"""Bois de Cirfontaines""";"52";"52370";"CIRFONTAINES EN AZOIS";"52130";787109;2348149;"CALCAIRE"
"GREPIN SARL ";"""Les Vêvres""";"52";"52190";"CUSEY";"52158";825360;2295532;"CALCAIRE"
"CEMEX GRANULATS ";"Le milieu de la Salle";"52";"52300";"DONJEUX";"52175";808774;2375703;"CALCAIRE"
"BOUREAU (Lanques sur Rognon)";"""Haut Chemin""";"52";"52800";"LANQUES SUR ROGNON";"52271";824328;2347164;"CALCAIRE"
"GABS SAS (Thol-les-Millières)";"""Grandes Tailles"" ""Chemin de Longchamp"" ";"52";"52240";"THOL LES MILLIERES";"52489";834010;2354443;"CALCAIRE"
"HENRIOT JOEL TP";"""Le Ceriselot""";"52";"52150";"HUILLIECOURT";"52243";837251;2356323;"CALCAIRE"
"BOULOGNE (Brousseval & Magneux)";"""La Clavière"" ""le Milanet""";"52";"52130";"MAGNEUX";"52300";796605;2392526;"CALCAIRE"
"BHS";"Le Bocheux RD 70";"10";"10200";"CHAMPIGNOL LEZ MONDEVILLE";"10076";772683;2350043;"CALCAIRE"
"DOSSOT Frères";"Dessus de Bicherey";"10";"10110";"CHERVEY";"10097";759924;2350383;"CALCAIRE"
"ROUSSEL ";"""Bas de Chameronde""";"10";"10140";"PUITS ET NUISEMENT";"10310";760963;2360316;"CALCAIRE"
"URANO-Thin le Moutier";"LES CROIX";"08";"08460";"THIN LE MOUTIER";"08449";757051;2526374;"CALCAIRE"
"URANO-Saulces Monclin";"LA COME";"08";"08270";"SAULCES MONCLIN";"08402";756565;2512424;"CRAIE"
"GUERITTE";"La cote en tournant";"10";"10200";"LEVIGNY";"10194";776566;2368520;"CALCAIRE"
"SNCC (ex SECC)";"route de Chaserey";"10";"10210";"COUSSEGREY";"10112";726735;2329416;"CALCAIRE"
"HOLCIM Granulats";"""Charme Ronde"" et ""Bellevue""";"52";"52200";"NOIDANT LE ROCHEUX";"52355";818211;2316432;"CALCAIRE"
"ARDOISIERES DE RIMOGNE Carrière";"BLANC MARAIS";"08";"08150";"HARCY";"08212";758651;2541203;"ARDOISES"
"CARRIERES ST CHRISTOPHE - JONCHERY";"""Combe du Val Thierry""";"52";"52000";"JONCHERY";"52251";804500;2352100;"CALCAIRE"
"BOUCHER";"L'ECHO";"08";"08460";"THIN LE MOUTIER";"08449";757047;2526370;"CALCAIRE"
"CPE BETON Carrière";"LIEUX-DITS LA LUE ET LA GARENNE";"08";"08090";"ST LAURENT";"08385";775004;2531228;"CALCAIRE"
"URANO-Montcornet";"TRIAGE DE RENWEZ";"08";"08090";"MONTCORNET";"08297";765828;2539880;"QUARTZ"
"BOUREAU (Rolampont)";"Lieu-dit ""Vau""";"52";"52260";"ROLAMPONT";"52432";821281;2333481;"CALCAIRE"
"CALIN - SOMMERECOURT";"Lieux-dits ""Le Hurot"", ""Le Sentier""";"52";"52150";"SOMMERECOURT";"52476";846962;2363775;"CALCAIRE"
"CARRiERES ST CHRISTOPHE - RACHECOURT";"Lieu-dit ""Le Train""";"52";"52170";"RACHECOURT SUR MARNE";"52414";802881;2394932;"CALCAIRE"
"MEULOT Dany Congy Les terres rouges";"Les terres rouges";"51";"51270";"CONGY";"51163";709997;2428358;"QUARTZ"
"TERRA VHM";"""Rougemère""";"52";"52700";"LIFFOL LE PETIT";"52289";836674;2371107;"CALCAIRE"
"HOLCIM GRANULATS";"""Champ Carré";"10";"10310";"BAYEL";"10035";782319;2356137;"CALCAIRE"
"EUROVIA CA - CARRIERES DE VENDRESSE";"LA NAU QUINCHA";"08";"08160";"VENDRESSE";"08469";777396;2516287;"CALCAIRE"
"ETIENNE Frères-Yoncq";"LA MINE DE COEUR";"08";"08210";"YONCQ";"08502";793182;2510593;"QUARTZ"
"STP DE LA VENCE";"SOUS CHATILLON";"08";"08410";"BOULZICOURT";"08076";770356;2524792;"QUARTZ"
"GRANULATS NORD EST";"PIERRE BLEUE";"08";"08600";"FOISCHES";"08175";776161;2572939;"CALCAIRE"
"MCA-Douzy/Francheval Carrière";"QUERTINOT FOND BERGERE COTE MAGNE DOUZY";"08";"08140";"DOUZY";"08145";795551;2524257;"CALCAIRE"
"ROC";"LE BOUT DE LA GINVE";"08";"08140";"POURU AUX BOIS";"08342";799043;2526813;"CALCAIRE"
"CARRIERES ST CHRISTOPHE";"TETE SALOMON";"10";"10200";"BAROVILLE";"10032";781781;2357008;"CALCAIRE"
"CARRIERES DE VIREY";"LA COME BRONA";"10";"10110";"BOURGUIGNONS";"10055";749535;2350834;"CALCAIRE"
"MORGAGNI-ZEIMET";"La Côte Pautée";"10";"10210";"CHASEREY";"10087";730140;2329912;"CALCAIRE"
"CARRIERES DE VIREY";"LA COREE, DINE CHIEN, GRAND VAL, LA CERI";"10";"10260";"VIREY SOUS BAR";"10437";747139;2349386;"CALCAIRE"
"SOCAHM";"""Le Bois du haut de Bault""";"52";"52300";"ROUVROY SUR MARNE";"52440";805816;2377109;"CALCAIRE"
"OMYA Vesigneul sur Marne St Germain la V";"TERMES DE LA COTE, AU LEVANT DES ...";"51";"51240";"VESIGNEUL SUR MARNE";"51616";757837;2434961;"QUARTZ"
"OMYA La Veuve (ex BLANCS DE CHAMPAGNE)";"LA PETITE NAU (LA VOIE DE L'EPINE)";"51";"51520";"LA VEUVE";"51617";745422;2448480;"CALCAIRE"
"GERVASONI SCL";"""Voie de Langres""";"52";"52210";"ARC EN BARROIS";"52017";799788;2330978;"CALCAIRE"
"BOUREAU (Arc en Barrois)";"""Ferme Fouin""";"52";"52210";"ARC EN BARROIS";"52017";798417;2329795;"CALCAIRE"
"SRDE";"""Sur les vignes""";"52";"52150";"BOURG STE MARIE";"52063";839266;2359435;"CALCAIRE"
"BOULOGNE (Brousseval & Magneux)";"Le Milanet, Le cul rouge";"52";"52130";"BROUSSEVAL";"52079";796652;2392573;"CALCAIRE"
"FROMENTEL (Ets)";"""Les Cochons""";"52";"52700";"CHALVRAINES";"52095";833613;2364081;"CALCAIRE"
"FRANCOIS TP - Chambroncourt";"""Le Feyai""";"52";"52700";"CHAMBRONCOURT";"52097";826573;2377423;"CALCAIRE"
"HOLCIM Granulats";"""Les Grands Buets""";"52";"52260";"ROLAMPONT";"52432";821720;2334477;"CALCAIRE"
"CMPL";"""Les Noues""";"52";"52200";"ST CIERGUES";"52447";820291;2324510;"CALCAIRE"
"BONGARZONE TP - Saints-Geosmes";"""Poirier à la Lieue"" ""Entre les deux boi";"52";"52200";"SAINTS GEOSMES";"52449";825121;2317258;"CALCAIRE"
"MCA";"""Boil"", ""Forêt de Boué Est""";"52";"52320";"VIGNORY";"52524";806560;2369077;"CALCAIRE"
